year_month,country,occupation,source_indeed_total_it_index,source_indeed_ai_job_share,source_so_ai_use_rate,source_so_avg_salary_usd,source_linkedin_ai_hiring_index,source_stanford_genai_demand_score,key_skills
2024-10,독일,AI·ML Engineer,95,4.93,63.3,127926,132.6,51.4,"Python, PyTorch, LLM, RAG"
2024-10,독일,Data Scientist/Analyst,95,6.72,79.8,52996,116.8,82.0,"Python, SQL, AWS"
2024-10,독일,Software Developer,95,5.09,85.0,100731,116.2,93.3,"Python, SQL, AWS"
2024-10,독일,Cloud/DevOps,95,3.52,67.4,70882,122.9,54.7,"Python, SQL, AWS"
2024-10,인도네시아,AI·ML Engineer,95,8.61,83.4,45144,120.0,60.5,"Python, PyTorch, LLM, RAG"
2024-10,인도네시아,Data Scientist/Analyst,95,11.64,81.7,52978,131.0,71.5,"Python, SQL, AWS"
2024-10,인도네시아,Software Developer,95,4.88,75.6,124421,125.9,89.2,"Python, SQL, AWS"
2024-10,인도네시아,Cloud/DevOps,95,11.57,84.3,104198,122.0,55.1,"Python, SQL, AWS"
2024-10,베트남,AI·ML Engineer,95,3.6,67.2,54617,122.0,54.0,"Python, PyTorch, LLM, RAG"
2024-10,베트남,Data Scientist/Analyst,95,4.23,70.7,51449,128.0,78.4,"Python, SQL, AWS"
2024-10,베트남,Software Developer,95,11.52,84.5,90508,114.5,94.8,"Python, SQL, AWS"
2024-10,베트남,Cloud/DevOps,95,8.11,64.1,43568,114.7,72.5,"Python, SQL, AWS"
2024-11,미국,AI·ML Engineer,95,10.08,75.6,81945,102.6,53.0,"Python, PyTorch, LLM, RAG"
2024-11,미국,Data Scientist/Analyst,95,8.11,77.7,60943,126.9,91.5,"Python, SQL, AWS"
2024-11,미국,Software Developer,95,6.74,68.5,100093,114.8,53.7,"Python, SQL, AWS"
2024-11,미국,Cloud/DevOps,95,3.6,63.6,115020,132.5,62.5,"Python, SQL, AWS"
2024-11,한국,AI·ML Engineer,95,8.62,71.9,83853,101.2,62.1,"Python, PyTorch, LLM, RAG"
2024-11,한국,Data Scientist/Analyst,95,5.63,79.2,74511,129.1,83.0,"Python, SQL, AWS"
2024-11,한국,Software Developer,95,7.75,81.0,68220,128.0,93.1,"Python, SQL, AWS"
2024-11,한국,Cloud/DevOps,95,4.82,83.4,119860,136.1,51.9,"Python, SQL, AWS"
2024-11,일본,AI·ML Engineer,95,8.57,76.3,93710,135.4,62.9,"Python, PyTorch, LLM, RAG"
2024-11,일본,Data Scientist/Analyst,95,10.63,60.5,55701,107.9,79.7,"Python, SQL, AWS"
2024-11,일본,Software Developer,95,8.39,66.7,81184,133.0,64.4,"Python, SQL, AWS"
2024-11,일본,Cloud/DevOps,95,11.75,63.3,126575,125.8,50.9,"Python, SQL, AWS"
2024-11,독일,AI·ML Engineer,95,4.78,74.3,120766,121.9,52.7,"Python, PyTorch, LLM, RAG"
2024-11,독일,Data Scientist/Analyst,95,11.17,75.4,78611,121.0,90.1,"Python, SQL, AWS"
2024-11,독일,Software Developer,95,3.62,75.4,114387,111.2,61.3,"Python, SQL, AWS"
2024-11,독일,Cloud/DevOps,95,4.08,81.2,108068,132.1,69.5,"Python, SQL, AWS"
2024-11,인도네시아,AI·ML Engineer,95,5.1,67.2,55438,137.1,76.6,"Python, PyTorch, LLM, RAG"
2024-11,인도네시아,Data Scientist/Analyst,95,7.25,63.7,45739,117.2,72.5,"Python, SQL, AWS"
2024-11,인도네시아,Software Developer,95,11.25,63.2,84522,119.8,90.9,"Python, SQL, AWS"
2024-11,인도네시아,Cloud/DevOps,95,9.86,64.5,84190,132.0,56.2,"Python, SQL, AWS"
2024-11,베트남,AI·ML Engineer,95,10.25,63.4,117635,135.5,93.9,"Python, PyTorch, LLM, RAG"
2024-11,베트남,Data Scientist/Analyst,95,6.93,67.7,84976,129.3,64.5,"Python, SQL, AWS"
2024-11,베트남,Software Developer,95,4.71,83.1,68635,102.2,79.1,"Python, SQL, AWS"
2024-11,베트남,Cloud/DevOps,95,6.07,75.2,50520,137.0,58.9,"Python, SQL, AWS"
2024-12,미국,AI·ML Engineer,95,3.69,84.8,65281,105.2,81.0,"Python, PyTorch, LLM, RAG"
2024-12,미국,Data Scientist/Analyst,95,6.91,79.1,114165,106.0,80.8,"Python, SQL, AWS"
2024-12,미국,Software Developer,95,5.85,66.0,107430,118.9,75.8,"Python, SQL, AWS"
2024-12,미국,Cloud/DevOps,95,8.08,69.8,42342,125.8,53.7,"Python, SQL, AWS"
2024-12,한국,AI·ML Engineer,95,9.56,64.3,112965,115.2,88.0,"Python, PyTorch, LLM, RAG"
2024-12,한국,Data Scientist/Analyst,95,10.3,76.0,117715,131.9,90.7,"Python, SQL, AWS"
2024-12,한국,Software Developer,95,6.31,84.5,53530,114.8,55.4,"Python, SQL, AWS"
2024-12,한국,Cloud/DevOps,95,6.54,79.6,107176,117.0,61.1,"Python, SQL, AWS"
2024-12,일본,AI·ML Engineer,95,6.93,66.2,55298,114.5,79.6,"Python, PyTorch, LLM, RAG"
2024-12,일본,Data Scientist/Analyst,95,4.01,66.8,86261,127.0,86.4,"Python, SQL, AWS"
2024-12,일본,Software Developer,95,6.71,74.7,110693,106.5,75.1,"Python, SQL, AWS"
2024-12,일본,Cloud/DevOps,95,4.08,73.1,52429,105.4,88.0,"Python, SQL, AWS"
2024-12,독일,AI·ML Engineer,95,8.83,74.9,90395,128.0,62.2,"Python, PyTorch, LLM, RAG"
2024-12,독일,Data Scientist/Analyst,95,10.89,84.1,99562,115.3,88.6,"Python, SQL, AWS"
2024-12,독일,Software Developer,95,8.71,77.8,53320,123.7,90.1,"Python, SQL, AWS"
2024-12,독일,Cloud/DevOps,95,8.32,74.9,113049,101.7,84.2,"Python, SQL, AWS"
2024-12,인도네시아,AI·ML Engineer,95,11.57,65.1,43374,112.4,93.2,"Python, PyTorch, LLM, RAG"
2024-12,인도네시아,Data Scientist/Analyst,95,8.89,79.5,62035,126.1,73.9,"Python, SQL, AWS"
2024-12,인도네시아,Software Developer,95,3.9,67.2,95404,113.2,74.8,"Python, SQL, AWS"
2024-12,인도네시아,Cloud/DevOps,95,4.19,73.9,82678,108.0,50.3,"Python, SQL, AWS"
2024-12,베트남,AI·ML Engineer,95,6.64,60.8,57150,114.5,70.5,"Python, PyTorch, LLM, RAG"
2024-12,베트남,Data Scientist/Analyst,95,9.05,64.1,55522,130.1,69.2,"Python, SQL, AWS"
2024-12,베트남,Software Developer,95,4.86,68.0,40299,102.1,64.3,"Python, SQL, AWS"
2024-12,베트남,Cloud/DevOps,95,7.43,63.8,49690,101.4,94.3,"Python, SQL, AWS"
2025-01,미국,AI·ML Engineer,92,5.56,72.1,71381,135.4,56.4,"Python, PyTorch, LLM, RAG"
2025-01,미국,Data Scientist/Analyst,92,6.44,72.0,47041,113.8,67.6,"Python, SQL, AWS"
2025-01,미국,Software Developer,92,11.92,77.6,94707,101.7,67.0,"Python, SQL, AWS"
2025-01,미국,Cloud/DevOps,92,10.6,71.3,73864,123.4,62.5,"Python, SQL, AWS"
2025-01,한국,AI·ML Engineer,92,5.34,63.0,106668,106.7,85.8,"Python, PyTorch, LLM, RAG"
2025-01,한국,Data Scientist/Analyst,92,5.51,63.5,74941,111.1,89.5,"Python, SQL, AWS"
2025-01,한국,Software Developer,92,4.52,63.8,106975,108.9,67.0,"Python, SQL, AWS"
2025-01,한국,Cloud/DevOps,92,3.72,72.6,105359,103.7,50.7,"Python, SQL, AWS"
2025-01,일본,AI·ML Engineer,92,3.81,74.2,66316,139.1,84.1,"Python, PyTorch, LLM, RAG"
2025-01,일본,Data Scientist/Analyst,92,9.83,68.4,68515,120.1,92.3,"Python, SQL, AWS"
2025-01,일본,Software Developer,92,10.2,67.9,55801,126.1,73.7,"Python, SQL, AWS"
2025-01,일본,Cloud/DevOps,92,8.95,69.6,93878,135.8,87.1,"Python, SQL, AWS"
2025-01,독일,AI·ML Engineer,92,4.9,71.0,68786,104.4,78.3,"Python, PyTorch, LLM, RAG"
2025-01,독일,Data Scientist/Analyst,92,11.79,71.1,88220,104.1,79.4,"Python, SQL, AWS"
2025-01,독일,Software Developer,92,5.17,72.5,116716,123.0,68.7,"Python, SQL, AWS"
2025-01,독일,Cloud/DevOps,92,3.56,72.1,114474,129.5,60.2,"Python, SQL, AWS"
2025-01,인도네시아,AI·ML Engineer,92,11.87,84.5,88964,101.1,51.1,"Python, PyTorch, LLM, RAG"
2025-01,인도네시아,Data Scientist/Analyst,92,6.62,60.7,94499,133.2,84.7,"Python, SQL, AWS"
2025-01,인도네시아,Software Developer,92,6.45,66.8,54661,134.8,65.0,"Python, SQL, AWS"
2025-01,인도네시아,Cloud/DevOps,92,7.95,62.7,107781,114.4,87.3,"Python, SQL, AWS"
2025-01,베트남,AI·ML Engineer,92,5.72,66.1,91348,121.6,90.4,"Python, PyTorch, LLM, RAG"
2025-01,베트남,Data Scientist/Analyst,92,8.18,74.6,89420,108.7,81.0,"Python, SQL, AWS"
2025-01,베트남,Software Developer,92,6.13,70.5,82990,130.7,69.5,"Python, SQL, AWS"
2025-01,베트남,Cloud/DevOps,92,7.2,71.4,107692,134.4,73.8,"Python, SQL, AWS"
2025-02,미국,AI·ML Engineer,92,5.64,68.3,117478,108.8,65.5,"Python, PyTorch, LLM, RAG"
2025-02,미국,Data Scientist/Analyst,92,6.94,66.7,81440,120.7,80.9,"Python, SQL, AWS"
2025-02,미국,Software Developer,92,5.59,62.4,128652,127.4,90.9,"Python, SQL, AWS"
2025-02,미국,Cloud/DevOps,92,6.66,78.8,45350,116.1,56.3,"Python, SQL, AWS"
2025-02,한국,AI·ML Engineer,92,8.92,63.4,88997,106.7,78.5,"Python, PyTorch, LLM, RAG"
2025-02,한국,Data Scientist/Analyst,92,7.39,68.7,60302,103.1,60.5,"Python, SQL, AWS"
2025-02,한국,Software Developer,92,11.98,82.8,98851,138.0,75.1,"Python, SQL, AWS"
2025-02,한국,Cloud/DevOps,92,11.25,64.0,106698,139.6,61.6,"Python, SQL, AWS"
2025-02,일본,AI·ML Engineer,92,9.25,65.7,114159,114.1,89.0,"Python, PyTorch, LLM, RAG"
2025-02,일본,Data Scientist/Analyst,92,6.63,77.1,65988,102.3,77.3,"Python, SQL, AWS"
2025-02,일본,Software Developer,92,4.22,68.2,82090,119.6,62.4,"Python, SQL, AWS"
2025-02,일본,Cloud/DevOps,92,11.47,76.6,124086,114.9,93.9,"Python, SQL, AWS"
2025-02,독일,AI·ML Engineer,92,9.94,82.1,41073,119.4,73.0,"Python, PyTorch, LLM, RAG"
2025-02,독일,Data Scientist/Analyst,92,6.87,70.0,70782,126.9,84.6,"Python, SQL, AWS"
2025-02,독일,Software Developer,92,6.77,70.0,103532,125.1,75.9,"Python, SQL, AWS"
2025-02,독일,Cloud/DevOps,92,8.34,78.1,92980,104.8,68.4,"Python, SQL, AWS"
2025-02,인도네시아,AI·ML Engineer,92,9.59,83.8,87201,110.5,60.7,"Python, PyTorch, LLM, RAG"
2025-02,인도네시아,Data Scientist/Analyst,92,11.85,75.8,64849,114.5,74.5,"Python, SQL, AWS"
2025-02,인도네시아,Software Developer,92,5.92,63.3,52895,116.4,51.9,"Python, SQL, AWS"
2025-02,인도네시아,Cloud/DevOps,92,10.18,82.7,112491,124.2,62.5,"Python, SQL, AWS"
2025-02,베트남,AI·ML Engineer,92,7.56,73.4,127044,116.6,60.2,"Python, PyTorch, LLM, RAG"
2025-02,베트남,Data Scientist/Analyst,92,6.88,65.0,97164,105.6,85.2,"Python, SQL, AWS"
2025-02,베트남,Software Developer,92,5.87,62.9,104061,110.2,89.5,"Python, SQL, AWS"
2025-02,베트남,Cloud/DevOps,92,6.38,70.7,103361,137.7,53.8,"Python, SQL, AWS"
2025-03,미국,AI·ML Engineer,92,6.41,81.0,67373,131.2,60.7,"Python, PyTorch, LLM, RAG"
2025-03,미국,Data Scientist/Analyst,92,4.51,69.8,126749,119.8,50.4,"Python, SQL, AWS"
2025-03,미국,Software Developer,92,7.41,80.9,43412,119.4,75.4,"Python, SQL, AWS"
2025-03,미국,Cloud/DevOps,92,11.17,65.2,85823,110.2,73.9,"Python, SQL, AWS"
2025-03,한국,AI·ML Engineer,92,6.12,81.1,89619,115.5,76.7,"Python, PyTorch, LLM, RAG"
2025-03,한국,Data Scientist/Analyst,92,5.18,78.3,113453,104.6,67.8,"Python, SQL, AWS"
2025-03,한국,Software Developer,92,7.95,71.1,129271,129.4,71.8,"Python, SQL, AWS"
2025-03,한국,Cloud/DevOps,92,4.6,66.4,75401,100.2,84.0,"Python, SQL, AWS"
2025-03,일본,AI·ML Engineer,92,11.38,73.2,69224,100.2,88.4,"Python, PyTorch, LLM, RAG"
2025-03,일본,Data Scientist/Analyst,92,10.47,81.1,86476,128.9,57.4,"Python, SQL, AWS"
2025-03,일본,Software Developer,92,9.93,77.1,56111,121.7,54.8,"Python, SQL, AWS"
2025-03,일본,Cloud/DevOps,92,10.04,78.2,71691,134.5,74.5,"Python, SQL, AWS"
2025-03,독일,AI·ML Engineer,92,11.91,78.4,67761,101.3,86.6,"Python, PyTorch, LLM, RAG"
2025-03,독일,Data Scientist/Analyst,92,11.72,84.8,113852,115.6,85.1,"Python, SQL, AWS"
2025-03,독일,Software Developer,92,9.61,65.8,88025,127.9,77.2,"Python, SQL, AWS"
2025-03,독일,Cloud/DevOps,92,4.7,83.6,60060,107.7,75.4,"Python, SQL, AWS"
2025-03,인도네시아,AI·ML Engineer,92,10.36,67.6,98303,115.4,63.3,"Python, PyTorch, LLM, RAG"
2025-03,인도네시아,Data Scientist/Analyst,92,11.53,83.0,111144,125.1,91.0,"Python, SQL, AWS"
2025-03,인도네시아,Software Developer,92,5.87,62.6,94382,125.3,74.1,"Python, SQL, AWS"
2025-03,인도네시아,Cloud/DevOps,92,5.54,70.2,81541,126.3,82.3,"Python, SQL, AWS"
2025-03,베트남,AI·ML Engineer,92,6.95,72.4,77859,103.9,60.8,"Python, PyTorch, LLM, RAG"
2025-03,베트남,Data Scientist/Analyst,92,3.75,83.4,76343,108.4,72.7,"Python, SQL, AWS"
2025-03,베트남,Software Developer,92,8.84,82.1,40806,130.7,76.6,"Python, SQL, AWS"
2025-03,베트남,Cloud/DevOps,92,10.43,64.4,81957,133.8,65.4,"Python, SQL, AWS"
2025-04,미국,AI·ML Engineer,92,5.6,67.8,101480,102.0,87.9,"Python, PyTorch, LLM, RAG"
2025-04,미국,Data Scientist/Analyst,92,10.44,67.3,123499,120.6,60.5,"Python, SQL, AWS"
2025-04,미국,Software Developer,92,10.65,77.7,75964,114.7,67.6,"Python, SQL, AWS"
2025-04,미국,Cloud/DevOps,92,4.66,84.7,40529,122.4,72.3,"Python, SQL, AWS"
2025-04,한국,AI·ML Engineer,92,4.58,83.5,103741,119.9,72.3,"Python, PyTorch, LLM, RAG"
2025-04,한국,Data Scientist/Analyst,92,10.5,61.9,87698,121.6,79.3,"Python, SQL, AWS"
2025-04,한국,Software Developer,92,6.08,76.0,75598,101.6,82.9,"Python, SQL, AWS"
2025-04,한국,Cloud/DevOps,92,9.1,65.3,79422,116.6,54.5,"Python, SQL, AWS"
2025-04,일본,AI·ML Engineer,92,7.09,71.0,81892,123.7,87.1,"Python, PyTorch, LLM, RAG"
2025-04,일본,Data Scientist/Analyst,92,4.67,62.4,85538,105.4,55.3,"Python, SQL, AWS"
2025-04,일본,Software Developer,92,7.67,76.4,55725,134.6,66.6,"Python, SQL, AWS"
2025-04,일본,Cloud/DevOps,92,6.17,61.0,77801,113.6,92.2,"Python, SQL, AWS"
2025-04,독일,AI·ML Engineer,92,8.65,72.4,80615,111.0,61.0,"Python, PyTorch, LLM, RAG"
2025-04,독일,Data Scientist/Analyst,92,11.31,82.1,113395,132.3,58.1,"Python, SQL, AWS"
2025-04,독일,Software Developer,92,9.15,76.2,43127,101.4,60.6,"Python, SQL, AWS"
2025-04,독일,Cloud/DevOps,92,11.89,69.3,121342,132.3,73.7,"Python, SQL, AWS"
2025-04,인도네시아,AI·ML Engineer,92,10.57,79.2,54629,124.4,87.6,"Python, PyTorch, LLM, RAG"
2025-04,인도네시아,Data Scientist/Analyst,92,8.71,85.0,66487,131.9,61.2,"Python, SQL, AWS"
2025-04,인도네시아,Software Developer,92,7.32,63.6,118519,111.9,85.3,"Python, SQL, AWS"
2025-04,인도네시아,Cloud/DevOps,92,9.56,76.5,112100,136.7,54.5,"Python, SQL, AWS"
2025-04,베트남,AI·ML Engineer,92,3.69,66.1,44546,118.9,93.5,"Python, PyTorch, LLM, RAG"
2025-04,베트남,Data Scientist/Analyst,92,10.85,70.0,116774,114.0,54.5,"Python, SQL, AWS"
2025-04,베트남,Software Developer,92,6.18,76.7,77411,126.9,67.7,"Python, SQL, AWS"
2025-04,베트남,Cloud/DevOps,92,5.51,82.2,107138,134.2,64.3,"Python, SQL, AWS"
2025-05,미국,AI·ML Engineer,92,3.71,74.5,85906,131.4,63.8,"Python, PyTorch, LLM, RAG"
2025-05,미국,Data Scientist/Analyst,92,7.06,72.7,81114,132.2,86.5,"Python, SQL, AWS"
2025-05,미국,Software Developer,92,11.2,74.0,54944,113.0,74.7,"Python, SQL, AWS"
2025-05,미국,Cloud/DevOps,92,8.2,63.0,86930,121.8,83.5,"Python, SQL, AWS"
2025-05,한국,AI·ML Engineer,92,5.57,80.0,116808,122.5,69.8,"Python, PyTorch, LLM, RAG"
2025-05,한국,Data Scientist/Analyst,92,6.26,76.8,102342,110.3,80.3,"Python, SQL, AWS"
2025-05,한국,Software Developer,92,3.78,63.3,104730,119.8,90.4,"Python, SQL, AWS"
2025-05,한국,Cloud/DevOps,92,5.82,81.3,65232,118.4,54.1,"Python, SQL, AWS"
2025-05,일본,AI·ML Engineer,92,5.55,77.6,48621,116.4,94.1,"Python, PyTorch, LLM, RAG"
2025-05,일본,Data Scientist/Analyst,92,10.37,80.2,72588,117.3,74.6,"Python, SQL, AWS"
2025-05,일본,Software Developer,92,6.35,61.2,77946,118.2,67.5,"Python, SQL, AWS"
2025-05,일본,Cloud/DevOps,92,6.78,72.9,68888,110.7,54.9,"Python, SQL, AWS"
2025-05,독일,AI·ML Engineer,92,7.14,74.5,42804,106.0,71.7,"Python, PyTorch, LLM, RAG"
2025-05,독일,Data Scientist/Analyst,92,11.01,69.7,128929,129.1,60.8,"Python, SQL, AWS"
2025-05,독일,Software Developer,92,4.02,66.8,101757,122.1,86.0,"Python, SQL, AWS"
2025-05,독일,Cloud/DevOps,92,8.35,61.3,74179,105.9,59.8,"Python, SQL, AWS"
2025-05,인도네시아,AI·ML Engineer,92,10.91,81.9,90052,107.7,74.0,"Python, PyTorch, LLM, RAG"
2025-05,인도네시아,Data Scientist/Analyst,92,6.3,71.9,81106,136.4,58.8,"Python, SQL, AWS"
2025-05,인도네시아,Software Developer,92,11.47,63.1,85122,126.7,88.4,"Python, SQL, AWS"
2025-05,인도네시아,Cloud/DevOps,92,5.76,83.4,43086,129.2,75.3,"Python, SQL, AWS"
2025-05,베트남,AI·ML Engineer,92,7.26,67.9,115747,105.9,66.9,"Python, PyTorch, LLM, RAG"
2025-05,베트남,Data Scientist/Analyst,92,7.09,78.0,42448,115.9,93.3,"Python, SQL, AWS"
2025-05,베트남,Software Developer,92,11.82,73.1,107793,104.6,71.2,"Python, SQL, AWS"
2025-05,베트남,Cloud/DevOps,92,5.22,69.0,57466,136.1,54.4,"Python, SQL, AWS"
2025-06,미국,AI·ML Engineer,92,11.61,81.0,70554,116.1,87.0,"Python, PyTorch, LLM, RAG"
2025-06,미국,Data Scientist/Analyst,92,7.33,71.8,71472,128.5,56.4,"Python, SQL, AWS"
2025-06,미국,Software Developer,92,4.17,78.9,90417,102.0,80.7,"Python, SQL, AWS"
2025-06,미국,Cloud/DevOps,92,10.68,74.5,105859,122.8,72.9,"Python, SQL, AWS"
2025-06,한국,AI·ML Engineer,92,7.14,60.4,48542,102.8,83.7,"Python, PyTorch, LLM, RAG"
2025-06,한국,Data Scientist/Analyst,92,11.51,82.9,89098,115.2,61.3,"Python, SQL, AWS"
2025-06,한국,Software Developer,92,9.67,78.2,42608,131.8,62.7,"Python, SQL, AWS"
2025-06,한국,Cloud/DevOps,92,4.44,82.3,77668,135.6,57.1,"Python, SQL, AWS"
2025-06,일본,AI·ML Engineer,92,4.04,62.1,86415,121.4,53.8,"Python, PyTorch, LLM, RAG"
2025-06,일본,Data Scientist/Analyst,92,10.34,73.2,76575,123.3,83.4,"Python, SQL, AWS"
2025-06,일본,Software Developer,92,9.35,63.6,93254,124.5,58.0,"Python, SQL, AWS"
2025-06,일본,Cloud/DevOps,92,4.57,85.0,104424,120.8,76.6,"Python, SQL, AWS"
2025-06,독일,AI·ML Engineer,92,9.68,63.3,70241,106.7,82.0,"Python, PyTorch, LLM, RAG"
2025-06,독일,Data Scientist/Analyst,92,9.21,65.9,96938,129.4,92.2,"Python, SQL, AWS"
2025-06,독일,Software Developer,92,4.7,71.9,99668,107.6,87.4,"Python, SQL, AWS"
2025-06,독일,Cloud/DevOps,92,7.46,84.8,123625,134.2,72.4,"Python, SQL, AWS"
2025-06,인도네시아,AI·ML Engineer,92,10.28,83.3,123057,130.4,86.6,"Python, PyTorch, LLM, RAG"
2025-06,인도네시아,Data Scientist/Analyst,92,10.64,64.8,101758,123.0,51.3,"Python, SQL, AWS"
2025-06,인도네시아,Software Developer,92,8.74,81.4,63064,139.4,59.6,"Python, SQL, AWS"
2025-06,인도네시아,Cloud/DevOps,92,8.19,72.1,76718,128.0,72.1,"Python, SQL, AWS"
2025-06,베트남,AI·ML Engineer,92,11.7,79.3,75621,113.4,52.9,"Python, PyTorch, LLM, RAG"
2025-06,베트남,Data Scientist/Analyst,92,11.1,80.8,85394,114.9,94.1,"Python, SQL, AWS"
2025-06,베트남,Software Developer,92,9.86,60.7,43953,119.7,59.6,"Python, SQL, AWS"
2025-06,베트남,Cloud/DevOps,92,5.91,63.9,126790,119.4,77.7,"Python, SQL, AWS"
2025-07,미국,AI·ML Engineer,92,9.95,72.0,123271,122.6,52.0,"Python, PyTorch, LLM, RAG"
2025-07,미국,Data Scientist/Analyst,92,11.95,72.6,117842,110.2,84.7,"Python, SQL, AWS"
2025-07,미국,Software Developer,92,8.92,66.0,125946,128.3,70.3,"Python, SQL, AWS"
2025-07,미국,Cloud/DevOps,92,11.9,71.0,87886,131.9,55.9,"Python, SQL, AWS"
2025-07,한국,AI·ML Engineer,92,10.77,65.7,119723,105.0,89.4,"Python, PyTorch, LLM, RAG"
2025-07,한국,Data Scientist/Analyst,92,8.38,75.1,122985,131.3,71.8,"Python, SQL, AWS"
2025-07,한국,Software Developer,92,5.62,70.3,40678,119.7,75.8,"Python, SQL, AWS"
2025-07,한국,Cloud/DevOps,92,9.05,81.7,78033,112.1,87.3,"Python, SQL, AWS"
2025-07,일본,AI·ML Engineer,92,6.77,76.5,46353,136.1,65.9,"Python, PyTorch, LLM, RAG"
2025-07,일본,Data Scientist/Analyst,92,10.14,82.2,100443,124.2,87.0,"Python, SQL, AWS"
2025-07,일본,Software Developer,92,6.77,62.9,83877,116.9,88.3,"Python, SQL, AWS"
2025-07,일본,Cloud/DevOps,92,8.24,74.2,112453,110.2,67.3,"Python, SQL, AWS"
2025-07,독일,AI·ML Engineer,92,9.85,82.7,70088,115.9,84.0,"Python, PyTorch, LLM, RAG"
2025-07,독일,Data Scientist/Analyst,92,5.63,72.8,51717,126.8,69.0,"Python, SQL, AWS"
2025-07,독일,Software Developer,92,6.78,77.2,83728,131.6,66.0,"Python, SQL, AWS"
2025-07,독일,Cloud/DevOps,92,5.99,60.7,75632,119.1,83.5,"Python, SQL, AWS"
2025-07,인도네시아,AI·ML Engineer,92,5.22,78.3,43138,107.4,71.1,"Python, PyTorch, LLM, RAG"
2025-07,인도네시아,Data Scientist/Analyst,92,4.52,66.5,69704,115.9,51.9,"Python, SQL, AWS"
2025-07,인도네시아,Software Developer,92,5.63,75.4,48312,134.2,92.1,"Python, SQL, AWS"
2025-07,인도네시아,Cloud/DevOps,92,5.56,82.0,90695,138.4,75.8,"Python, SQL, AWS"
2025-07,베트남,AI·ML Engineer,92,10.38,81.6,100486,124.0,93.0,"Python, PyTorch, LLM, RAG"
2025-07,베트남,Data Scientist/Analyst,92,5.76,79.5,57438,107.2,53.4,"Python, SQL, AWS"
2025-07,베트남,Software Developer,92,4.6,72.9,62715,131.7,87.3,"Python, SQL, AWS"
2025-07,베트남,Cloud/DevOps,92,11.98,75.7,95562,124.7,53.8,"Python, SQL, AWS"
2025-08,미국,AI·ML Engineer,92,11.93,80.0,124976,133.9,71.3,"Python, PyTorch, LLM, RAG"
2025-08,미국,Data Scientist/Analyst,92,5.72,66.1,125732,115.3,54.1,"Python, SQL, AWS"
2025-08,미국,Software Developer,92,10.99,67.4,89072,113.5,61.9,"Python, SQL, AWS"
2025-08,미국,Cloud/DevOps,92,3.98,69.4,51087,108.6,93.2,"Python, SQL, AWS"
2025-08,한국,AI·ML Engineer,92,10.57,75.4,71378,125.6,70.3,"Python, PyTorch, LLM, RAG"
2025-08,한국,Data Scientist/Analyst,92,7.48,76.7,88962,139.3,69.3,"Python, SQL, AWS"
2025-08,한국,Software Developer,92,9.54,84.5,49868,134.0,59.7,"Python, SQL, AWS"
2025-08,한국,Cloud/DevOps,92,5.12,60.1,70936,103.9,57.7,"Python, SQL, AWS"
2025-08,일본,AI·ML Engineer,92,9.8,72.2,62072,104.3,78.4,"Python, PyTorch, LLM, RAG"
2025-08,일본,Data Scientist/Analyst,92,8.45,73.7,86306,138.8,89.6,"Python, SQL, AWS"
2025-08,일본,Software Developer,92,6.59,67.2,58719,109.7,65.2,"Python, SQL, AWS"
2025-08,일본,Cloud/DevOps,92,11.37,61.8,120270,112.7,51.6,"Python, SQL, AWS"
2025-08,독일,AI·ML Engineer,92,10.33,66.2,74579,105.4,54.3,"Python, PyTorch, LLM, RAG"
2025-08,독일,Data Scientist/Analyst,92,7.18,67.9,124969,129.6,68.5,"Python, SQL, AWS"
2025-08,독일,Software Developer,92,5.56,62.0,116377,125.9,60.3,"Python, SQL, AWS"
2025-08,독일,Cloud/DevOps,92,11.86,68.4,105051,116.3,56.3,"Python, SQL, AWS"
2025-08,인도네시아,AI·ML Engineer,92,6.04,69.0,81233,118.2,54.8,"Python, PyTorch, LLM, RAG"
2025-08,인도네시아,Data Scientist/Analyst,92,11.13,60.5,124837,134.5,55.4,"Python, SQL, AWS"
2025-08,인도네시아,Software Developer,92,10.41,80.1,127543,122.4,57.3,"Python, SQL, AWS"
2025-08,인도네시아,Cloud/DevOps,92,6.3,72.1,106806,104.0,78.4,"Python, SQL, AWS"
2025-08,베트남,AI·ML Engineer,92,10.88,74.5,60096,138.6,59.9,"Python, PyTorch, LLM, RAG"
2025-08,베트남,Data Scientist/Analyst,92,5.73,67.1,124874,135.7,81.9,"Python, SQL, AWS"
2025-08,베트남,Software Developer,92,11.8,79.8,66052,113.1,58.8,"Python, SQL, AWS"
2025-08,베트남,Cloud/DevOps,92,5.88,68.4,108921,120.8,73.9,"Python, SQL, AWS"
2025-09,미국,AI·ML Engineer,92,4.01,78.2,63364,106.9,78.2,"Python, PyTorch, LLM, RAG"
2025-09,미국,Data Scientist/Analyst,92,8.41,75.2,72596,106.5,56.5,"Python, SQL, AWS"
2025-09,미국,Software Developer,92,8.1,81.3,80734,137.0,63.2,"Python, SQL, AWS"
2025-09,미국,Cloud/DevOps,92,10.51,68.5,111645,102.3,52.7,"Python, SQL, AWS"
2025-09,한국,AI·ML Engineer,92,11.33,60.5,102098,136.6,87.6,"Python, PyTorch, LLM, RAG"
2025-09,한국,Data Scientist/Analyst,92,6.69,84.5,78570,108.9,52.5,"Python, SQL, AWS"
2025-09,한국,Software Developer,92,8.6,75.8,107230,101.3,73.0,"Python, SQL, AWS"
